Aplikacija ukljucena        (12/12/2016 9:21:07 AM)
The process cannot access the file 'D:\kidalicaMetal\online.txt' because it is being used by another process.[DataReader.cs] {public int ReadDataOnLine()}        (12/12/2016 9:53:03 AM)
The process cannot access the file 'D:\kidalicaMetal\online.txt' because it is being used by another process.[DataReader.cs] {public int ReadDataOnLine()}        (12/12/2016 9:53:04 AM)
The process cannot access the file 'D:\kidalicaMetal\online.txt' because it is being used by another process.[DataReader.cs] {public int ReadDataOnLine()}        (12/12/2016 9:53:04 AM)
The process cannot access the file 'D:\kidalicaMetal\online.txt' because it is being used by another process.[DataReader.cs] {public int ReadDataOnLine()}        (12/12/2016 9:53:04 AM)
The process cannot access the file 'D:\kidalicaMetal\online.txt' because it is being used by another process.[DataReader.cs] {public int ReadDataOnLine()}        (12/12/2016 9:53:05 AM)
The process cannot access the file 'D:\kidalicaMetal\online.txt' because it is being used by another process.[DataReader.cs] {public int ReadDataOnLine()}        (12/12/2016 9:53:05 AM)
The process cannot access the file 'D:\kidalicaMetal\online.txt' because it is being used by another process.[DataReader.cs] {public int ReadDataOnLine()}        (12/12/2016 9:53:07 AM)
The process cannot access the file 'D:\kidalicaMetal\online.txt' because it is being used by another process.[DataReader.cs] {public int ReadDataOnLine()}        (12/12/2016 9:53:08 AM)
The process cannot access the file 'D:\kidalicaMetal\online.txt' because it is being used by another process.[DataReader.cs] {public int ReadDataOnLine()}        (12/12/2016 9:53:08 AM)
The process cannot access the file 'D:\kidalicaMetal\online.txt' because it is being used by another process.[DataReader.cs] {public int ReadDataOnLine()}        (12/12/2016 9:53:08 AM)
The process cannot access the file 'D:\kidalicaMetal\online.txt' because it is being used by another process.[DataReader.cs] {public int ReadDataOnLine()}        (12/12/2016 9:53:10 AM)
Aplikacija iskljucena        (12/12/2016 10:03:28 AM)
Aplikacija ukljucena        (12/12/2016 10:03:31 AM)
Aplikacija iskljucena        (12/12/2016 10:49:14 AM)
Aplikacija ukljucena        (12/12/2016 10:49:29 AM)
Aplikacija iskljucena        (12/12/2016 10:55:03 AM)
Aplikacija ukljucena        (12/12/2016 10:55:06 AM)
Aplikacija iskljucena        (12/12/2016 11:01:48 AM)
Aplikacija ukljucena        (12/12/2016 11:07:10 AM)
[private void setRp02PointCalculated(int indexOfRp02, double x, double y) ]{if (indexOfRp02 == dataReader.FittingPreassureInMPa.Count)}        (12/12/2016 1:11:32 PM)
Aplikacija iskljucena        (12/12/2016 1:28:44 PM)
Aplikacija ukljucena        (12/12/2016 1:28:48 PM)
Aplikacija iskljucena        (12/12/2016 1:54:34 PM)
Aplikacija ukljucena        (12/12/2016 1:54:38 PM)
Aplikacija iskljucena        (12/12/2016 1:54:58 PM)
Aplikacija ukljucena        (12/12/2016 1:56:39 PM)
Aplikacija iskljucena        (12/12/2016 1:57:19 PM)
Aplikacija ukljucena        (12/12/2016 1:57:23 PM)
Aplikacija iskljucena        (12/12/2016 1:58:13 PM)
Aplikacija ukljucena        (12/12/2016 2:17:36 PM)
Aplikacija iskljucena        (12/12/2016 2:17:55 PM)
Aplikacija ukljucena        (12/12/2016 2:31:33 PM)
Aplikacija iskljucena        (12/12/2016 2:40:56 PM)
Aplikacija ukljucena        (12/12/2016 2:41:00 PM)
Aplikacija iskljucena        (12/12/2016 2:41:09 PM)
