Izvestaj o ispitivanju materijala u mehanickoj laboratoriji 

OPŠTI PODACI
Operator : S.Stevanovic 
Br. zb. izveštaja : 21.07.2020
Br. uzorka : 400/1
Šarža : 400
Radni nalog : 
Naručilac : livnica

USLOVI ISPITIVANJA
Standard : SRPS EN 
Metoda : B
Standard za n : 
Mašina : P20 SSSR
Temperatura : 20
Ekstenziometar : NE

MATERIJAL ISPITIVANJA
Proizvodjač : 
Dobavljač : LIVNICA
Polazni kvalitet : g22
Nazivna debljina : 
Način prerade : Vučeni

EPRUVETA
Oblik : Neobradjena
Tip : Proporcionalna
k : 5.65
Vrsta epruvete : Kružni
S0 : 78.54
L0 : 50
Lc : 61.81

POLOŽAJ EPRUVETE U ODNOSU NA
Pravac valjanja : 
Širina trake : 
Dužina trake : 500 m


Napomena : 


Broj zapisa :  
Sila	a   
000790	0
000790	0
	0
000790	0
000790	0
000790	0
000790	0
90	0
000790	0
000790	0
000790	0
000790	0
00790	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
0	0
000790	0
000790	0
000790	0
790	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
0	0
000790	0
000790	0
000790	0
000790	0
0790	0
000790	0
000790	0
000790	0
000790	0
000790	0
	0
	0
000790	0
000790	0
000790	0
90	0
000790	0
000790	0
000790	0
000790	0
00790	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
0	0
000790	0
000790	0
000790	0
790	0
790	0
000792	0
000792	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
000790	0
0790	0
000790	0
000790	0
000790	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
92	0
000792	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
000792	0
92	0
000792	0
000792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
92	0
000792	0
000792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
92	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
92	0
000792	0
000792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
92	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
000792	0
92	0
000792	0
000792	0
00792	0
00792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
92	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
92	0
000792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
000792	0
92	0
000792	0
000792	0
000792	0
00792	0
00792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
92	0
92	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
000792	0
92	0
000792	0
000792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
92	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000792	0
000792	0
000792	0
000792	0
0792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
92	0
000792	0
000792	0
000792	0
000792	0
00792	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000792	0
000792	0
792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
000792	0
2	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
	0
000794	0
000794	0
000794	0
000794	0
94	0
000794	0
000794	0
000794	0
000794	0
00794	0
000794	0
000794	0
000794	0
000794	0
000794	0
4	0
000794	0
000794	0
000794	0
000794	0
794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
94	0
000794	0
000794	0
000794	0
0794	0
000794	0
000794	0
000792	0
000792	0
000792	0
000792	0
	0
000792	0
000794	0
000794	0
000794	0
94	0
000794	0
000794	0
000794	0
000794	0
00794	0
000794	0
000794	0
000794	0
000794	0
000794	0
4	0
4	0
000794	0
000794	0
000794	0
794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
94	0
000794	0
000794	0
000794	0
000794	0
0794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
794	0
000794	0
000794	0
000794	0
000794	0
00794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
4	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
94	0
000794	0
000794	0
000794	0
000794	0
0794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
	0
000794	0
000794	0
000794	0
794	0
000794	0
000794	0
000794	0
000794	0
00794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
4	0
000794	0
000794	0
000794	0
0794	0
0794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
94	0
000794	0
000794	0
000794	0
000794	0
00794	0
000794	0
000794	0
000794	0
000794	0
000794	0
4	0
000794	0
000794	0
000794	0
794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
000794	0
94	0
000794	0
000794	0
000794	0
000794	0
0794	0
000794	0
000794	0
000794	0
000794	0
	0
000794	0
000794	0
000794	0
000794	0
94	0
000794	0
000794	0
000796	0
00796	0
00796	0
000796	0
000796	0
000796	0
000796	0
000796	0
6	0
000796	0
000796	0
000796	0
796	0
000796	0
000796	0
000796	0
000796	0
000796	0
000796	0
000796	0
000796	0
000796	0
000796	0
96	0
000796	0
000796	0
000796	0
000796	0
0796	0
000796	0
000796	0
000796	0
000796	0
000796	0
000796	0
	0
000796	0
000796	0
000796	0
796	0
000796	0
000796	0
000796	0
000796	0
00796	0
000796	0
000796	0
000796	0
000796	0
000796	0
000796	0
6	0
6	0
000798	0
000798	0
000798	0
0798	0
000798	0
000798	0
000798	0
000798	0
000798	0
000798	0
000798	0
000798	0
000798	0
98	0
000798	0
000798	0
000800	0
000800	0
00800	0
000800	0
000800	0
000800	0
000802	0
000802	0
000802	0
	0
000804	0
000804	0
000804	0
000806	0
000806	1
000806	1
000808	1
000808	1
00808	1
000810	1
000810	0
000810	0
000812	0
000812	0
000812	0
2	0
000814	0
000814	0
000814	0
000816	0
0816	0
000816	0
000816	0
000818	0
000818	0
000820	0
000820	0
000820	0
000822	0
000822	0
22	0
000824	0
000824	0
000826	0
000826	0
00826	0
000828	0
000828	0
000828	1
000830	0
000830	0
000830	0
2	0
000832	0
000834	0
000834	0
000834	0
834	0
000836	0
000838	0
000838	0
000838	0
000840	0
000840	0
000842	0
000842	0
000844	0
000844	0
4	-1
4	-1
000846	-1
000846	-1
000848	-1
000848	-1
000850	-1
000850	-1
000850	-1
000852	-1
000852	-1
000854	-1
000854	-2
000854	-2
000856	-1
000856	-1
58	-1
000860	-1
000860	-1
000860	-1
000862	-1
00862	-1
000864	-1
000864	-1
000866	-1
000866	-1
000866	-1
000868	-1
8	0
000870	0
000870	0
000870	0
000872	0
872	0
000874	0
000874	0
000876	0
000876	0
000880	0
000880	0
000882	1
000882	1
84	1
000884	1
000886	1
000886	1
000888	1
0888	1
000890	1
000890	1
000892	1
000892	1
000894	2
000894	2
	2
000896	2
000898	2
000898	2
900	2
000902	3
000902	3
000902	3
000904	3
00904	3
000906	3
000908	3
000908	3
000908	3
000910	4
000910	4
2	4
000912	4
000914	4
000914	4
000916	4
0916	4
000918	4
000920	5
000920	5
000922	5
000924	5
000924	5
000924	5
000924	5
000926	5
000928	5
000928	5
000930	5
000932	6
000932	6
000934	6
0934	6
000936	6
000936	6
000938	7
000938	7
000940	7
000940	7
	7
000944	7
000944	7
000944	7
000946	7
000946	8
000950	8
000952	8
000952	8
000954	8
000954	8
000956	8
000958	9
000958	9
000960	9
0	9
000962	9
000964	9
000964	9
000966	10
0966	10
0966	10
000970	10
000970	11
000972	11
000972	12
	13
	14
000976	15
000980	17
000980	18
82	20
000986	21
000988	22
000990	24
000992	26
00994	28
000996	29
000998	32
000998	34
001000	36
001004	41
4	44
001006	52
001006	53
001004	55
004	57
001002	59
001002	61
001002	64
001000	66
001000	68
001002	73
001002	76
001004	77
001004	80
4	82
001004	85
001006	88
001006	91
001006	93
1006	97
001008	100
001006	103
001006	106
001006	109
001006	112
001004	115
	117
001002	121
001002	124
00	126
001000	128
001000	131
001000	134
001000	137
001002	140
01002	144
001002	146
001002	149
001000	151
001000	153
001000	155
0	156
000998	157
001000	158
001000	159
001002	161
004	163
001006	166
001008	168
001010	171
001012	173
001014	175
001016	177
001016	179
001020	183
001020	185
22	188
22	190
001022	190
001022	191
001024	193
1026	195
001026	197
001028	202
001030	204
001030	206
	210
001036	212
001038	213
001038	215
001040	217
042	218
001048	220
001050	221
001052	223
01054	224
01054	226
001062	227
001064	229
001068	231
001070	233
001072	235
4	236
001076	238
001078	240
001078	242
001080	245
080	248
001080	251
001080	253
001080	256
001080	259
001080	261
001080	264
001080	267
001080	270
001080	273
001080	276
80	279
80	281
001080	285
001080	288
001080	291
1080	293
001080	296
001080	299
001080	301
001080	304
001080	308
001080	311
	313
001080	316
001080	319
001080	322
001080	325
080	328
001080	331
001080	333
001080	336
001080	339
001080	342
001080	345
001080	348
001080	350
001080	356
0	358
001080	360
001080	362
001080	365
001080	367
1080	368
001080	370
001080	372
001080	375
001080	377
001080	379
001080	381
	384
001082	386
001082	388
001082	390
001082	393
001082	395
001082	397
001082	400
001082	402
01082	404
01082	406
001082	409
001082	411
001084	413
001084	415
001084	417
	420
001084	422
001086	424
001086	427
001086	429
088	432
001088	435
001088	437
001090	440
001090	443
01090	445
001092	448
001092	451
001092	454
001092	457
001092	460
2	463
001092	465
001092	468
001092	471
001092	473
1092	476
001092	479
001092	481
001092	484
001092	486
001092	489
001092	492
	494
001092	497
001092	500
001092	502
001092	505
001094	507
001094	510
001094	513
001094	515
01094	517
001094	520
001094	523
001094	525
001094	528
001094	530
001094	533
4	535
001094	538
001096	541
001096	543
001096	546
001096	549
001096	552
001096	554
001096	557
001096	560
001096	562
001096	565
001096	571
001096	573
001096	576
001096	579
001096	584
001096	587
001096	589
1096	592
001096	597
001096	600
001096	603
001096	605
001096	608
001096	613
001096	616
001096	618
001096	621
96	624
001096	626
001096	629
001096	631
001096	634
01096	636
001096	639
001096	641
001096	644
001096	647
001096	649
6	652
001096	655
001096	657
001096	660
001096	663
096	665
001096	668
001096	671
001096	674
001096	676
001096	679
001096	682
001096	685
001096	688
001096	690
001096	693
001096	696
001096	699
001096	701
001096	704
001096	707
1096	710
001096	713
001096	716
001096	721
001096	724
001096	727
	730
001096	733
001096	736
001096	739
001096	741
096	744
001098	747
001098	750
001098	753
001098	755
01098	758
001098	761
001098	763
001100	765
001100	768
001100	771
001102	773
001102	776
001104	778
001104	781
001106	784
1106	786
1106	788
001110	791
001110	793
001112	796
001112	798
001112	801
001116	803
001118	805
001120	808
001120	811
001122	814
24	816
001124	819
001126	822
001128	825
001128	828
001130	831
001130	833
001130	836
001130	840
001130	842
001130	845
	848
001130	851
001130	853
001130	856
001130	860
130	862
001130	865
001130	869
001130	870
001130	871
001130	876
001130	878
001132	881
001134	884
001134	886
001136	889
001138	892
001138	895
001142	897
001144	900
1144	903
001144	906
001144	909
001144	912
001144	914
001144	917
	923
	925
001142	928
001142	931
42	936
001142	938
001142	941
001142	943
001142	946
01142	948
001142	951
001144	953
001144	958
001144	961
4	966
001144	969
001144	972
001144	974
144	977
001144	979
001144	982
001144	984
001144	987
001144	989
001144	992
001144	994
001142	997
001142	1000
001142	1002
001142	1004
44	1007
001144	1009
001144	1012
001144	1015
1144	1018
1144	1020
001144	1023
001144	1025
001144	1028
001144	1031
001144	1033
	1037
001144	1039
001144	1042
001144	1045
001144	1047
001144	1053
001142	1055
001142	1058
001142	1060
01142	1063
001142	1065
001142	1068
001142	1071
001142	1074
001142	1076
2	1079
001144	1082
001144	1084
001144	1087
001144	1090
144	1093
001142	1098
001142	1101
001142	1103
001142	1105
001142	1108
001142	1109
001142	1112
001144	1114
001144	1117
001144	1120
44	1122
001144	1131
1144	1133
1144	1136
001146	1139
001146	1142
001146	1145
001146	1148
001146	1151
	1156
001146	1159
001146	1159
001146	1161
146	1164
001146	1168
001146	1171
001144	1173
001144	1176
01144	1179
001144	1182
001144	1185
001144	1188
001144	1190
001144	1193
001144	1196
001146	1199
001146	1201
001148	1204
001148	1208
001148	1210
1148	1213
001150	1216
001150	1219
001150	1228
001150	1230
001152	1233
001152	1237
001152	1239
001152	1242
52	1245
001152	1248
001152	1251
001152	1254
001152	1257
1152	1260
001152	1263
001152	1266
001152	1272
001152	1275
	1278
001152	1281
001152	1284
001152	1287
001152	1289
001154	1295
001154	1298
001154	1301
001154	1304
01154	1307
001154	1309
001154	1312
001156	1315
001156	1318
001156	1321
001156	1324
6	1327
001156	1329
001158	1332
001158	1335
001158	1337
001158	1340
001158	1343
001158	1346
001158	1349
001158	1352
001158	1354
	1357
001158	1359
001158	1361
001158	1364
001156	1367
56	1369
001156	1372
001156	1375
001158	1377
001158	1380
01158	1383
001158	1385
001158	1388
001158	1391
001158	1393
001156	1396
6	1399
001156	1401
001156	1404
001156	1404
001156	1405
156	1408
001156	1413
001156	1416
001156	1419
001156	1421
001156	1424
001156	1426
001156	1429
001156	1431
001156	1434
001156	1436
6	1439
001158	1441
001158	1444
001158	1447
001158	1449
1160	1452
001160	1455
001160	1457
001160	1460
001162	1463
001162	1466
001162	1468
001162	1471
001162	1474
001162	1476
001162	1479
62	1481
001162	1484
001162	1488
001162	1489
001164	1492
01164	1495
001164	1497
001164	1500
001164	1503
001164	1505
001164	1508
001164	1511
4	1513
001166	1516
001166	1518
001166	1521
166	1523
001166	1526
001166	1529
001166	1531
001166	1533
001166	1536
001166	1538
001166	1541
001166	1543
001166	1545
001166	1548
001166	1550
66	1553
001168	1555
001168	1557
001168	1560
001168	1563
1168	1565
001170	1568
001170	1571
001172	1575
001172	1577
001172	1580
001172	1583
001174	1586
001174	1589
001174	1592
001174	1595
174	1599
001172	1602
001172	1605
001172	1608
001172	1611
01172	1613
001172	1616
001170	1622
001170	1625
001170	1628
001170	1631
0	1634
001172	1637
001172	1640
001172	1643
001172	1645
001172	1649
001172	1652
001172	1654
001172	1657
001172	1660
001172	1663
001172	1665
001172	1669
001174	1672
001174	1675
001174	1677
74	1681
001174	1684
001174	1686
001174	1689
001174	1692
1174	1696
001174	1699
001174	1701
001174	1704
001174	1707
001174	1711
	1713
	1716
001174	1720
001174	1723
001174	1725
174	1728
174	1732
001174	1734
001174	1737
001174	1740
001172	1743
001172	1745
001172	1749
001172	1749
001172	1750
001172	1753
001172	1757
2	1760
001174	1762
001174	1765
001174	1768
001174	1771
1172	1773
001172	1777
001172	1779
001172	1782
001172	1785
001172	1794
001172	1797
001172	1800
001172	1803
72	1806
001172	1809
001172	1812
001172	1815
001170	1817
01170	1820
001170	1823
001170	1827
001170	1829
001168	1832
001168	1835
001168	1838
	1841
001168	1844
001166	1847
001166	1849
166	1852
001164	1855
001164	1858
001164	1861
001164	1864
001162	1866
001162	1869
001162	1872
001160	1874
001160	1877
001160	1879
001160	1882
0	1885
001160	1887
001160	1890
001160	1893
001160	1895
1160	1897
001160	1897
001158	1900
001158	1902
001158	1905
001158	1908
001158	1910
001158	1913
001158	1916
001160	1918
001160	1921
60	1924
001160	1927
001160	1929
001160	1932
001160	1935
01160	1937
001162	1941
001162	1943
001162	1946
001162	1949
001162	1952
001162	1954
2	1957
001162	1960
001162	1963
001162	1965
001162	1968
001162	1971
001162	1973
001162	1976
001162	1980
001162	1982
001162	1985
001162	1988
001162	1990
001162	1992
001162	1995
001162	1998
62	2001
001164	2003
001164	2006
001164	2009
001164	2011
1164	2013
001166	2016
001166	2019
001166	2021
001166	2024
001168	2026
	2029
	2031
001168	2033
001170	2036
001170	2037
001170	2040
170	2041
170	2044
001172	2045
001174	2048
01174	2049
001174	2051
001174	2053
001174	2054
001176	2056
001176	2058
001176	2060
6	2061
001176	2063
001176	2065
001176	2066
001176	2068
176	2070
001176	2072
001178	2073
001178	2076
001178	2078
001178	2080
001178	2081
001178	2083
001178	2084
001178	2086
78	2088
001178	2089
001178	2091
001178	2093
001178	2094
1178	2096
001178	2097
001178	2099
001180	2100
001180	2099
001180	2100
001180	2101
001180	2103
001180	2105
001180	2106
001180	2108
180	2109
001180	2111
001182	2112
01182	2117
001182	2120
001182	2121
001182	2123
001182	2125
001182	2126
2	2127
001182	2129
001184	2131
001184	2132
001184	2133
1184	2136
001184	2137
001184	2138
001184	2140
001184	2141
001184	2143
	2145
	2147
001184	2148
001184	2149
001184	2151
82	2152
001182	2153
001182	2154
001182	2153
001184	2154
001184	2156
001184	2157
001184	2159
001184	2162
001184	2164
001184	2165
	2166
001184	2168
001184	2169
001186	2171
001186	2172
186	2174
001186	2175
001186	2177
001186	2179
001186	2180
001186	2181
001186	2183
001186	2185
001186	2186
001188	2188
001188	2189
8	2191
001188	2192
001188	2194
001188	2195
001188	2197
1188	2198
1188	2200
001188	2201
001188	2203
001188	2204
001188	2205
001188	2207
	2209
	2210
001188	2212
001188	2213
88	2215
001188	2216
001188	2218
001188	2220
001188	2221
01188	2222
001188	2224
001188	2225
001188	2227
001188	2228
001188	2230
001188	2231
001188	2233
001188	2234
001190	2236
001190	2237
001190	2238
190	2240
001190	2241
001190	2242
001190	2243
001190	2245
001192	2246
001192	2247
001192	2248
001192	2249
001192	2251
001194	2252
94	2253
001194	2255
001194	2256
001194	2257
001194	2258
001194	2260
001194	2261
001196	2261
001196	2263
001196	2264
001196	2265
001196	2267
	2268
001196	2269
001196	2270
001196	2272
001196	2273
196	2274
001196	2275
001196	2277
001196	2278
01196	2279
001196	2281
001196	2282
001196	2283
001196	2284
001196	2285
001196	2287
6	2288
001196	2289
001196	2291
001196	2292
001196	2293
196	2295
001196	2296
001196	2297
001196	2299
001196	2301
001196	2302
001196	2304
001196	2305
001196	2306
001196	2307
96	2306
001196	2307
001196	2308
001196	2309
001196	2311
1196	2312
001196	2313
001196	2315
001196	2316
001196	2318
001196	2319
001196	2321
	2322
001196	2324
001196	2325
001196	2326
001196	2328
196	2329
001196	2330
001196	2332
001196	2333
001196	2335
01194	2336
01194	2337
001194	2339
001194	2340
001194	2342
001194	2343
4	2345
001194	2346
001194	2348
001194	2349
001194	2349
001194	2348
001194	2349
001194	2351
